OBJECTID,poly_SourceOID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_DeleteThis,poly_FeatureAccess,poly_FeatureStatus,poly_IsVisible,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_IRWINID,poly_FORID,poly_Acres_AutoCalc,poly_SourceGlobalID,poly_Source,attr_SourceOID,attr_ABCDMisc,attr_ADSPermissionState,attr_CalculatedAcres,attr_ContainmentDateTime,attr_ControlDateTime,attr_CreatedBySystem,attr_IncidentSize,attr_DiscoveryAcres,attr_DispatchCenterID,attr_EstimatedCostToDate,attr_FinalAcres,attr_FFReportApprovedByTitle,attr_FFReportApprovedByUnit,attr_FFReportApprovedDate,attr_FireBehaviorGeneral,attr_FireBehaviorGeneral1,attr_FireBehaviorGeneral2,attr_FireBehaviorGeneral3,attr_FireCause,attr_FireCauseGeneral,attr_FireCauseSpecific,attr_FireCode,attr_FireDepartmentID,attr_FireDiscoveryDateTime,attr_FireMgmtComplexity,attr_FireOutDateTime,attr_FireStrategyConfinePercent,attr_FireStrategyFullSuppPrcnt,attr_FireStrategyMonitorPercent,attr_FireStrategyPointZonePrcnt,attr_FSJobCode,attr_FSOverrideCode,attr_GACC,attr_ICS209ReportDateTime,attr_ICS209RptForTimePeriodFrom,attr_ICS209RptForTimePeriodTo,attr_ICS209ReportStatus,attr_IncidentManagementOrg,attr_IncidentName,attr_IncidentShortDescription,attr_IncidentTypeCategory,attr_IncidentTypeKind,attr_InitialLatitude,attr_InitialLongitude,attr_InitialResponseAcres,attr_InitialResponseDateTime,attr_IrwinID,attr_IsFireCauseInvestigated,attr_IsFireCodeRequested,attr_IsFSAssisted,attr_IsMultiJurisdictional,attr_IsReimbursable,attr_IsTrespass,attr_IsUnifiedCommand,attr_LocalIncidentIdentifier,attr_ModifiedBySystem,attr_PercentContained,attr_PercentPerimToBeContained,attr_POOCity,attr_POOCounty,attr_POODispatchCenterID,attr_POOFips,attr_POOJurisdictionalAgency,attr_POOJurisdictionalUnit,attr_POOJurisdictUnitParentUnit,attr_POOLandownerCategory,attr_POOLandownerKind,attr_POOLegalDescPrincipalMerid,attr_POOLegalDescQtr,attr_POOLegalDescQtrQtr,attr_POOLegalDescRange,attr_POOLegalDescSection,attr_POOLegalDescTownship,attr_POOPredictiveServiceAreaID,attr_POOProtectingAgency,attr_POOProtectingUnit,attr_POOState,attr_PredominantFuelGroup,attr_PredominantFuelModel,attr_PrimaryFuelModel,attr_SecondaryFuelModel,attr_TotalIncidentPersonnel,attr_UniqueFireIdentifier,attr_FORID,attr_WFDSSDecisionStatus,attr_EstimatedFinalCost,attr_OrganizationalAssessment,attr_StratDecisionPublishDate,attr_CreatedOnDateTime_dt,attr_ModifiedOnDateTime_dt,attr_Source,attr_ActiveFireCandidate,attr_IsCpxChild,attr_CpxName,attr_CpxID,attr_SourceGlobalID,GlobalID,Shape__Area,Shape__Length,attr_IncidentComplexityLevel
38451,9159,CPED-RX FMZ09-20250410-01,Prescribed Fire,Hand Sketch,31.39,No,Public,Approved,Yes,4/11/2025 6:42:47 PM,4/11/2025 6:42:47 PM,4/10/2025 7:00:00 PM,{AFE7D4DE-B6E2-46EF-BBCB-D0A50FC7015B},,31.3922298758676,{3535784B-9F15-48B4-89F9-AEBC02E2DFB6},2025 NIFS,38403780,,DEFAULT,,,,INFORM_Inspector,31.4,31.4,NHNEC,,,,,,,,,,,,,,,4/11/2025 3:00:15 PM,,,,,,,,,EACC,,,,,,CPED-RX FMZ09-20250410-01,,RX,FI,,,,,{AFE7D4DE-B6E2-46EF-BBCB-D0A50FC7015B},,0,0,,,,,MAARNG-10,INFORM_Inspector,,,,Barnstable,NHNEC,25001,,,,DOD,Federal,,,,,,,EA23,FFC,MAMAS,US-MA,,,,,,2025-MAMAS-MAARNG-10,,No Decision,,,,4/11/2025 6:39:23 PM,4/11/2025 6:39:23 PM,IRWIN,1,0,,,{DE626F62-477C-4752-BFCA-2622B0045123},1f1199bb-5325-4375-aa6f-ad0a82e7d88b,1.37382560296828E-05,0.0183900974254958,
38463,9182,Horse,Wildfire Daily Fire Perimeter,Auto-generated for InFORM,0.8,No,Public,Approved,Yes,4/11/2025 7:43:09 PM,4/11/2025 9:32:32 PM,4/11/2025 7:43:09 PM,{7662914D-5F9D-46CB-90D0-8E0278397E9A},,3.96541927577926,{39C68770-9B52-4FC9-B880-3BEAA12B48FE},2025 NIFS,38403803,,DEFAULT,,,,wildcade,0.8,0.8,MNMNCC,,,,,,,,,,Undetermined,,,,,4/11/2025 6:24:00 PM,,,,,,,,,EACC,,,,,,Horse,,WF,FI,47.038935,-94.416373,,,{7662914D-5F9D-46CB-90D0-8E0278397E9A},,0,,,,,,000565,wildcade,,,,Cass,MNMNCC,27021,BIA,MNMNA,,BIA,Federal,,,,,,,EA01,DNR,MN1FS,US-MN,,,,,,2025-MN1FS-000565,,No Decision,,,,4/11/2025 7:42:57 PM,4/11/2025 7:42:57 PM,IRWIN,1,0,,,{D4679767-0F7D-4B94-8CCE-C4CED53B8B0C},d022558e-b730-44b8-983f-b4c615969258,1.71346528077265E-06,0.00688240501999171,
38460,9184,Duck,Wildfire Daily Fire Perimeter,Auto-generated for InFORM,40,No,Public,Approved,Yes,4/11/2025 7:52:39 PM,4/11/2025 9:02:36 PM,4/11/2025 7:52:39 PM,{9698BA97-09BF-42F2-AEDB-83021EC4F565},,39.6900007578597,{904089E0-CCF7-4452-83AA-1797C76AE14D},2025 NIFS,38403808,,DEFAULT,,,,wildcade,40,40,MTMCC,,,,,,,,,,Undetermined,,,SK5G,,4/11/2025 7:30:00 PM,,,,,,,,,NRCC,,,,,,Duck,,WF,FI,47.999833,-98.842033,,,{9698BA97-09BF-42F2-AEDB-83021EC4F565},,0,1,,,,,000115,firecode,,,,Benson,MTMCC,38005,BIA,NDFTA,,BIA,Federal,,,,,,,NR17,BIA,NDFTA,US-ND,,,,,,2025-NDFTA-000115,,No Decision,,,,4/11/2025 7:52:11 PM,4/11/2025 7:52:20 PM,IRWIN,1,0,,,{9C3B2CE8-9392-4E3A-B550-EFDC70FE92A4},29b2e02c-2d2f-4361-a2fd-c223bfcb7dfa,1.93566597772588E-05,0.0182805018843,
38475,9306,Sodus,Wildfire Daily Fire Perimeter,Auto-generated for InFORM,60,No,Public,Approved,Yes,4/12/2025 1:01:43 PM,4/12/2025 1:25:13 PM,4/12/2025 1:09:47 PM,{E486C18C-6DD0-47D9-B68E-52D2CF155B16},,78.465018175257,{344003F5-0F75-4DF2-8275-9E70DFBC0251},2025 NIFS,38403959,,DEFAULT,,,,wildcade,60,60,MNMNCC,,,,,,,,,,Undetermined,,,,,4/11/2025 8:30:00 PM,,,,,,,,,EACC,,,,,,Sodus,,WF,FI,44.297051,-95.840092,,,{E486C18C-6DD0-47D9-B68E-52D2CF155B16},,0,1,,,,,000579,INFORM_Inspector,,,,Lyon,MNMNCC,27083,,,,Private,Private,,,,,,,EA02,DNR,MN4XS,US-MN,,,,,,2025-MN4XS-000579,,No Decision,,,,4/12/2025 1:01:19 PM,4/12/2025 1:24:22 PM,IRWIN,1,0,,,{07792E91-75F8-4364-A017-58A632597D93},d7db8a3a-7e62-4412-a041-017542fa7185,3.58071170012408E-05,0.027310965531857,
38481,9337,Big 10,Wildfire Daily Fire Perimeter,Auto-generated for InFORM,3.1,No,Public,Approved,Yes,4/12/2025 4:52:46 PM,4/12/2025 5:47:22 PM,4/12/2025 5:13:05 PM,{3669CB05-C26D-4B3C-9C69-122B63480150},,3.08168335035038,{4FC30D88-15C7-4A96-B791-FC809DA4B8A7},2025 NIFS,38404020,,DEFAULT,,,,iffrs,3.1,0.1,WIWISC,,,,,,,,,,Human,,,SK66,,4/12/2025 5:00:00 AM,,,,,,,,,EACC,,,,,,Big 10,,WF,FI,43.89097,-90.11077,,,{3669CB05-C26D-4B3C-9C69-122B63480150},,0,,,,,,FIRE123469,iffrs,,,,Juneau,WIWIC,55057,,,,Private,Private,,,,,,,EA05,DNR,WIWIS,US-WI,,,,,,2025-WIWIS-FIRE123469,,No Decision,,,,4/12/2025 4:52:21 PM,4/12/2025 7:28:07 PM,IRWIN,1,0,,,{6D55345F-7713-46DC-B430-BAB0CA085F4A},9d09667f-f5e6-4916-8d4d-2f6dc27ad40d,1.39687426781165E-06,0.00507156096506409,
38482,9336,Still Fire,Wildfire Daily Fire Perimeter,Mixed Methods,0.037,No,Public,Approved,Yes,4/12/2025 4:49:06 PM,4/12/2025 7:04:13 PM,,{2B678FE4-A5D9-46F4-9F8A-CC30DDBF5ACC},,0.03825210997645,{E5BDC18F-A8C8-40BA-8170-4B2242972C77},2025 NIFS,38404013,,DEFAULT,,,,iffrs,0.04,0.1,WIWISC,,,,,,,,,,Human,,,SK62,,4/12/2025 5:00:00 AM,,,,,,,,,EACC,,,,,,Still,,WF,FI,45.3179,-88.14391,,,{2B678FE4-A5D9-46F4-9F8A-CC30DDBF5ACC},,0,,,,,,FIRE123465,iffrs,,,,Marinette,WIWIC,55075,,,,Private,Private,,,,,,,EA04,DNR,WIWIS,US-WI,,,,,,2025-WIWIS-FIRE123465,,No Decision,,,,4/12/2025 4:12:35 PM,4/12/2025 7:15:59 PM,IRWIN,1,0,,,{CB38CEB6-955C-485D-9CA3-B4218500BA0F},7fd0e604-2d52-4ee5-86c3-f371336537b2,1.77635683940025E-08,0.000706421663329502,
38484,9368,Fill Fire,Wildfire Daily Fire Perimeter,Mixed Methods,,No,Public,Approved,Yes,4/12/2025 6:07:39 PM,4/12/2025 7:18:05 PM,,{EA243EF8-2FAC-4871-B450-5ACA3AC14A25},,2.04010948088103,{247AC733-7E78-4103-9D9C-C0F6A533A5AA},2025 NIFS,38404032,,DEFAULT,,,,iffrs,2,1,WIWISC,,,,,,,,,,Human,,,SK7B,,4/12/2025 5:00:00 AM,,,,,,,,,EACC,,,,,,Fill,,WF,FI,45.07689,-88.42475,,,{EA243EF8-2FAC-4871-B450-5ACA3AC14A25},,0,,,,,,FIRE123474,iffrs,,,,Oconto,WIWIC,55083,,,,Private,Private,,,,,,,EA06,DNR,WIWIS,US-WI,,,,,,2025-WIWIS-FIRE123474,,No Decision,,,,4/12/2025 5:32:02 PM,4/12/2025 6:39:54 PM,IRWIN,1,0,,,{F3CF7E25-F795-4391-ADA5-AE59190999DC},56df9cbd-d303-435c-bfb6-858c4fa2cc30,9.41270400289795E-07,0.00382057257668636,
38485,9379,Shorty,Wildfire Daily Fire Perimeter,Auto-generated for InFORM,0.45,No,Public,Approved,Yes,4/12/2025 6:36:43 PM,4/12/2025 7:21:35 PM,4/12/2025 6:36:43 PM,{B99BF886-CFE2-4AE2-950D-48B03DE3F250},,0.450676721186345,{326D1D57-DAC3-4E95-BAE3-7294FE8744EF},2025 NIFS,38404067,,DEFAULT,,,,iffrs,0.45,0.01,WIWISC,,,,,,,,,,Human,,,SK7P,,4/12/2025 5:00:00 AM,,,,,,,,,EACC,,,,,,Shorty,,WF,FI,43.98499,-90.03464,,,{B99BF886-CFE2-4AE2-950D-48B03DE3F250},,0,,,,,,FIRE123481,iffrs,,,,Juneau,WIWIC,55057,,,,Private,Private,,,,,,,EA05,DNR,WIWIS,US-WI,,,,,,2025-WIWIS-FIRE123481,,No Decision,,,,4/12/2025 6:36:22 PM,4/12/2025 7:24:33 PM,IRWIN,1,0,,,{7C42F70D-A9B6-41D1-85FD-94F9B3B04EC7},406a6771-3a2e-4c19-971f-abd53708d0b9,2.04602201847592E-07,0.00171203109650011,
38492,9386,abc,Wildfire Daily Fire Perimeter,Auto-generated for InFORM,10,No,Public,Approved,Yes,4/12/2025 7:13:28 PM,4/12/2025 8:39:13 PM,4/12/2025 8:03:15 PM,{071E04AB-8752-4904-9551-B5909B1D15FD},,2.3517070523324,{0CBE5029-5D0E-44D9-A00A-BE09334310FC},2025 NIFS,38404076,,DEFAULT,,,,iffrs,2.5,0.01,WIWISC,,,,,,,,,,Human,,,SK7V,,4/12/2025 5:00:00 AM,,,,,,,,,EACC,,,,,,Grebe,,WF,FI,43.0487,-91.10734,,,{071E04AB-8752-4904-9551-B5909B1D15FD},,0,,,,,,FIRE123485,iffrs,,,,Crawford,WIWIC,55023,,,,Private,Private,,,,,,,EA05,DNR,WIWIS,US-WI,,,,,,2025-WIWIS-FIRE123485,,No Decision,,,,4/12/2025 7:13:05 PM,4/12/2025 8:52:16 PM,IRWIN,1,0,,,{D1203719-1947-4A82-9494-811D62D49E28},838494ed-ee02-40ea-896c-0b3a8e082fe1,1.05141589301638E-06,0.00606802961488828,
38493,9427,Ottawa,Wildfire Daily Fire Perimeter,Mixed Methods,,No,Public,Approved,Yes,4/12/2025 7:44:04 PM,4/12/2025 8:58:14 PM,,{E8375A9F-A14A-482D-B392-13F26B5DED2F},,0.0277592275080394,{D5C991D1-4DA7-4A98-B5E0-A8EE1D9FF5D7},2025 NIFS,38404082,,DEFAULT,,,,iffrs,0.03,0.01,WIWISC,,,,,,,,,,Human,,,SK71,,4/12/2025 5:00:00 AM,,,,,,,,,EACC,,,,,,Ottawa,,WF,FI,45.9766,-89.8904,,,{E8375A9F-A14A-482D-B392-13F26B5DED2F},,0,,,,,,FIRE123488,iffrs,,,,Vilas,WIWIC,55125,,,,Private,Private,,,,,,,EA04,DNR,WIWIS,US-WI,,,,,,2025-WIWIS-FIRE123488,,No Decision,,,,4/12/2025 7:31:33 PM,4/12/2025 7:51:52 PM,IRWIN,1,0,,,{12AE646E-C36D-4047-821A-512FE5CA5AF0},a7a1c59d-e057-4474-85a2-26d58a50a343,1.30416992760729E-08,0.000549331030627484,
38494,9397,News Fire,Wildfire Daily Fire Perimeter,Mixed Methods,,No,Public,Approved,Yes,4/12/2025 7:15:49 PM,4/12/2025 8:56:49 PM,,{E360E626-CDFB-45BC-AB40-A77D1AF06692},,0.199723631573837,{888CE459-9DC0-4E6C-ACE0-E2549F7DCF1D},2025 NIFS,38404070,,DEFAULT,,,,iffrs,0.02,0.01,WIWISC,,,,,,,,,,Human,,,SK7R,,4/12/2025 5:00:00 AM,,,,,,,,,EACC,,,,,,News,,WF,FI,45.97142,-89.88689,,,{E360E626-CDFB-45BC-AB40-A77D1AF06692},,0,,,,,,FIRE123482,iffrs,,,,Vilas,WIWIC,55125,BIA,WIGLA,,BIA,Federal,,,,,,,EA04,DNR,WIWIS,US-WI,,,,,,2025-WIWIS-FIRE123482,,No Decision,,,,4/12/2025 6:47:54 PM,4/12/2025 7:29:26 PM,IRWIN,1,0,,,{91FB5BF8-55FC-43A5-92EB-D7E452053781},d1d63d52-672b-4d86-9348-1368f744d509,9.3824382929597E-08,0.00130530872320719,
38489,9415,Blue,Wildfire Daily Fire Perimeter,Hand Sketch,0.33,No,Public,Approved,Yes,4/12/2025 8:18:39 PM,4/12/2025 8:18:39 PM,4/12/2025 8:18:38 PM,{65FD510D-635E-40BE-B3AF-AA2B300BD25B},,0.332669271556128,{832D608B-D412-41AF-91F8-A9603E59B98C},2025 NIFS,38404012,,DEFAULT,,,,wildcade,0.25,0.25,MNMNCC,,,,,,,,,,Undetermined,,,,,4/12/2025 3:58:03 PM,,,,,,,,,EACC,,,,,,Blue,,WF,FI,46.616933,-94.236429,,,{65FD510D-635E-40BE-B3AF-AA2B300BD25B},,0,,,,,,000583,wildcade,,,,Crow Wing,MNMNCC,27035,,,,Private,Private,,,,,,,EA01,DNR,MN1FS,US-MN,,,,,,2025-MN1FS-000583,,No Decision,,,,4/12/2025 4:09:01 PM,4/12/2025 4:18:22 PM,IRWIN,1,0,,,{4DA543DE-84D2-4786-B47C-223D007137A7},483e8a40-dae4-4864-8dbd-86e42667eb1f,1.58109287440311E-07,0.00193999805353045,
38483,9381,Woodpile,Wildfire Daily Fire Perimeter,Mixed Methods,,No,Public,Approved,Yes,4/12/2025 6:42:58 PM,4/12/2025 7:11:02 PM,,{8BD9D592-065B-467F-A437-BEF0B8BC6821},,0.142100643025717,{815D912F-8112-45B9-AF76-E97BE04C1A55},2025 NIFS,38404055,,DEFAULT,,,,iffrs,0.14,0.01,WIWISC,,,,,,,,,,Human,,,SK7G,,4/12/2025 5:50:00 PM,,,,,,,,,EACC,,,,,,Woodpile,,WF,FI,45.5112,-89.83264,,,{8BD9D592-065B-467F-A437-BEF0B8BC6821},,0,,,,,,FIRE123477,iffrs,,,,Lincoln,WIWIC,55069,,,,Private,Private,,,,,,,EA04,DNR,WIWIS,US-WI,,,,,,2025-WIWIS-FIRE123477,,No Decision,,,,4/12/2025 6:05:04 PM,4/12/2025 8:07:47 PM,IRWIN,1,0,,,{69B5838F-C66C-47C4-924E-DF46A4D6C171},1791c6ce-d547-41c2-8557-20b1f8716c2f,6.62153070152272E-08,0.00128751024996894,
